Year,Observation status,Unit multiplier,Reporting type,SERIES,Type of product,UNIT_MEASURE,Base period,Value
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,17768190.08289
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,16769047.99456
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,15951765.63433
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,15030016.18933
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,17578272.27233
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,21779073.73567
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,20540051.966
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,21680390.89
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,19607888.19
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,15525964.90844
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,15256010.76344
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,11683880.11011
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,13156119.80556
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,12666375.92822
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,180875424.23
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,172255099.975
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,177490377.587
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,174892242.232
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,178530236.732
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,179517049.46
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,176697231.313
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,172641996.437
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,179785950.196
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,173367611.565
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,170770993.273
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,175116059.974
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,168325217.146
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,176493941.866
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,183662933.848
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,179493360.335
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,172228709.279
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,183513312.045
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,176854006.001
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,175052899.41184
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,55482015.0
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,54954517.0
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,58931699.0
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,54364694.0
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,57294073.0
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,56679710.0
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,55363989.0
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,54032718.0
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,59949120.0
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,57672923.0
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,53599300.0
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,57521003.0
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,54141908.0
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,61064238.0
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,64107558.0
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,59452161.0
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,54087768.0
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,64391321.0
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,59269047.0
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,58167709.12857
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,18809828.5
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,15500654.63
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,18641876.26
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,18040041.56
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,18289766.16
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,17970783.42
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,17702946.51
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,16672638.72
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,20094203.25
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,18229701.53
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,18124102.36
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,19095378.45
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,17319954.59
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,17205945.99
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,20740950.17
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,21050815.8
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,18095899.7
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,19342418.2
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,17754434.6
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,17851282.6605
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,92371059.4
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,85938181.8
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,83929081.4
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,85021707.0
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,85303412.0
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,86329681.8
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,84969277.0
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,82877728.0
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,81221846.0
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,79726209.0
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,80033785.0
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,79291234.0
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,79494842.0
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,79528479.0
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,80053368.0
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,80302382.0
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,81394573.6
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,81755983.2
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,80502132.2
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,80162894.96357
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,14961080.0
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,15186940.2
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,14535724.92
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,13953433.28
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,13213987.68
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,13762723.36
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,12209394.52
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,12113944.12
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,10549745.44
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,9852647.52
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,11250001.24
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,10071894.8
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,11906123.32
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,16257855.36
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,19677324.52
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,23616174.68
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,24365647.24
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,25193258.8
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,27763077.92
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,29509086.33643
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,794628.0
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,843123.0
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,797657.0
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,651624.0
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,630080.0
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,654572.0
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,772198.0
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,614698.0
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,620140.0
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,528370.0
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,363451.0
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,425529.0
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,414811.0
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,376856.0
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,172839.0
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,186229.0
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,341497.0
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,254090.0
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,322649.0
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,299351.95377
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,21600837.60361
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,23354799.08486
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,24094119.86183
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,24683887.70848
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,23204963.01296
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,23993087.36852
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,26068222.05843
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,27785939.96067
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,21660979.88591
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,12193988.24558
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,17918327.84261
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,17327567.40967
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,15619612.87601
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,18576748.17265
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,19306485.523
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,18680316.40798
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,20305963.31017
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,18743163.03525
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,18478213.51185
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,17231684.83078
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,17215651.641
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,17379255.834
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,16605507.537
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,18196262.527
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,17678674.652
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,17589448.661
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,18694798.758
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,19176291.835
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,15744217.207
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,7760802.299
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,11804979.138
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,11586800.334
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,11437617.751
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,13250189.145
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,14358507.76
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,12942604.222
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,13478140.834
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,11375026.549
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,11789680.961
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,10260061.517
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,1729473.11061
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,2177769.33586
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,3132931.71283
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,2659491.22448
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,2898090.37396
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,2889102.18852
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,2908996.35743
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,2577909.40167
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,2360819.37091
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,1993423.19758
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,2528302.82661
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,2474192.12367
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,1764992.78801
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,2234331.45265
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,981478.695
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,1439270.22298
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,2749469.47517
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,3610620.29425
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,2948642.41885
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,2856179.07178
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,381086998.24411
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,391744412.011
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,371743554.32022
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,365097709.68889
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,379836863.82089
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,367295138.514
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,370794445.46789
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,372948934.59856
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,330526204.07333
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,262377397.47933
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,257082097.63533
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,270227715.11167
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,244252744.5035
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,246672501.86904
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,330476057.705
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,351850362.84789
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,370045741.62939
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,366398194.0262
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,376503201.04227
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,376172596.92986
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,221290487.423
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,233352990.082
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,219015618.785
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,220772413.973
